[][--Logs--][]
11.12.2019 | 19:31:06 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Погода Москва
11.12.2019 | 19:31:15 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Погода Москва
11.12.2019 | 19:31:34 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Бред
11.12.2019 | 19:31:35 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | left-hand
11.12.2019 | 19:32:26 | Игрок | ID: 2 | ID Chat: 5 | URL: vk.com/id492001563 | warn 133 5.4
11.12.2019 | 19:32:37 | Игрок | ID: 2 | ID Chat: 5 | URL: vk.com/id492001563 | .
11.12.2019 | 19:33:46 | Игрок | ID: 2 | ID Chat: 5 | URL: vk.com/id492001563 | warn 133 5.4 (x2)
11.12.2019 | 19:33:53 | Игрок | ID: 2 | ID Chat: 5 | URL: vk.com/id492001563 | .
11.12.2019 | 19:34:27 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | 
