[][--Logs--][]
09.11.2019 | 20:50:44 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Профиль 📗
09.11.2019 | 21:02:33 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | кто
09.11.2019 | 21:02:35 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | кто
09.11.2019 | 21:02:39 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | кто
09.11.2019 | 21:03:54 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Я сделал по беседам чтобы выбирало
09.11.2019 | 21:04:02 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Ну тип из людей которые в беседе
09.11.2019 | 21:04:06 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | А откуда у меня медаль
09.11.2019 | 21:04:11 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Я же не был в бетке
09.11.2019 | 21:04:37 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Всем до сегоднешнего дня зарегестрированным выдалось
