[][--Logs--][]
09.11.2019 | 15:13:23 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | поиск https://vk.com/theosnovatel
09.11.2019 | 15:13:37 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | 
09.11.2019 | 15:13:44 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Помоги бан протестить
09.11.2019 | 15:13:51 | Гл.Администратор | ID: 2 | ID Chat: 1 | URL: vk.com/id492001563 | я тут сижу довно
09.11.2019 | 15:14:05 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | поиск https://vk.com/xtaraz_drz
09.11.2019 | 15:14:11 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | setadm 2 0
09.11.2019 | 15:14:15 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | ban 2 test
09.11.2019 | 15:14:22 | Игрок | ID: 2 | ID Chat: 1 | URL: vk.com/id492001563 | проф
09.11.2019 | 15:14:25 | Игрок | ID: 2 | ID Chat: 1 | URL: vk.com/id492001563 | ?
09.11.2019 | 15:14:26 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Агааа
