[][--Logs--][]
26.12.2019 | 18:26:58 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | проф
26.12.2019 | 18:27:03 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | !очистить
26.12.2019 | 18:27:16 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | !очистка
26.12.2019 | 18:28:40 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | null
26.12.2019 | 18:30:19 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | null
26.12.2019 | 18:30:26 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | общий
26.12.2019 | 18:30:48 | Игрок | ID: 13 | ID Chat: 1 | URL: vk.com/id463046105 | Я  уту
26.12.2019 | 18:31:01 | Игрок | ID: 13 | ID Chat: 1 | URL: vk.com/id239209526 | Привет
26.12.2019 | 18:31:01 | Игрок | ID: 13 | ID Chat: 1 | URL: vk.com/id463046105 | Тут
26.12.2019 | 18:31:20 | Игрок | ID: 13 | ID Chat: 1 | URL: vk.com/id463046105 | Мешочек  и  печеньки норм
26.12.2019 | 18:31:43 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | 🍪🍪🍪
26.12.2019 | 18:32:41 | Игрок | ID: 2 | ID Chat: 1 | URL: vk.com/id492001563 | Кладки
