[][--Logs--][]
30.12.2019 | 18:16:16 | Игрок | ID: 2 | ID Chat: 5 | URL: vk.com/id492001563 | У тебя 1 попытка
30.12.2019 | 18:16:17 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | ! tm()
30.12.2019 | 18:16:42 | Создатель | ID: 1 | ID Chat: 5 | URL: vk.com/id239209526 | Так я ток создал переменные
30.12.2019 | 18:17:00 | Игрок | ID: 2 | ID Chat: 5 | URL: vk.com/id492001563 | Скади когда зайти и все будет в лутшем виде
30.12.2019 | 18:17:12 | Игрок | ID: 2 | ID Chat: 5 | URL: vk.com/id492001563 | А я в пиратиков
30.12.2019 | 18:17:30 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | !1 user.tm += 500000000000000000000000
30.12.2019 | 18:17:41 | Игрок | ID: 2 | ID Chat: 5 | URL: vk.com/id492001563 | В 15!!!фпс))))
30.12.2019 | 18:17:42 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | ! tm()
30.12.2019 | 18:18:01 | Создатель | ID: 1 | ID Chat: 5 | URL: vk.com/id239209526 | null
